"Creator Twitter account","Creator Twitter account"
"Description","Description"
"Error while uploading twitter image: %s","Error while uploading twitter image: %s"
"Image","Image"
"Settings","Settings"
"Site Twitter account","Site Twitter account"
"Title","Title"
"Twitter Cards configuration","Twitter Cards configuration"
